time,o,h,l,c,vol
1450051200000,440.34,449.8,419.99,437.5,2447010
1450137600000,437.5,453.5,432.48,448.89,2231778
1450224000000,448.89,471.0,447.48,469.98,3419075
1450310400000,469.98,470.08,404.0,458.04,4154136
1450396800000,458.04,459.76,446.17,456.36,1152674
1450483200000,456.36,468.33,443.05,464.96,1493527
1450569600000,464.96,467.5,451.37,461.6,1481469
1450656000000,461.6,462.81,429.24,443.29,2584113
1450742400000,443.29,446.0,423.7,439.31,2103651
1450828800000,439.31,443.39,433.47,436.56,829379
1450915200000,436.56,446.0,435.57,445.26,560732
1451001600000,445.26,459.31,439.49,457.33,1020329
1451088000000,457.33,461.56,448.48,455.44,612453
1451174400000,455.44,458.45,402.86,416.76,2993927
1451260800000,416.76,433.95,407.83,426.82,1267415
1451347200000,426.82,432.67,417.87,422.5,1865178
1451433600000,422.5,434.97,418.26,434.0,1033533
1451520000000,434.0,434.47,419.97,424.0,841044
1451606400000,424.0,434.23,415.99,430.76,1072844
1451692800000,430.76,436.7,426.37,435.99,478071
1451779200000,435.99,438.0,429.25,435.0,729519
1451865600000,435.0,435.4,422.14,429.79,1218222
1451952000000,429.79,436.44,427.5,432.3,798056
1452038400000,432.3,434.97,429.0,432.57,480736
1452124800000,432.57,432.2,425.01,428.72,555455
1452211200000,428.72,464.04,426.12,461.02,3420928
1452297600000,461.02,469.49,445.42,453.53,2973447
1452384000000,453.53,454.81,444.86,450.0,1608658
1452470400000,450.0,450.75,439.01,450.5,1316820
1452556800000,450.5,454.89,445.28,450.43,2075229
1452643200000,450.43,453.35,430.0,431.45,1762340
1452729600000,431.45,438.01,420.48,429.94,2324192
1452816000000,429.94,432.92,425.76,427.87,651926
1452902400000,427.87,428.31,360.0,360.0,2562104
1452988800000,360.0,391.44,350.83,388.6,2530911
1453075200000,388.6,392.62,377.33,380.0,1923597
1453161600000,380.0,389.1,373.16,384.53,1207683
1453248000000,384.53,387.9,375.99,376.74,1139997
1453334400000,376.74,428.0,372.99,421.44,2780268
1453420800000,421.44,424.73,404.2,411.76,1709469
1453507200000,411.76,412.26,368.01,381.8,3898698
1453593600000,381.8,396.5,380.58,387.01,2642327
1453680000000,387.01,408.79,386.21,403.67,1659215
1453766400000,403.67,404.51,388.17,389.0,2331402
1453852800000,389.0,397.01,386.98,391.55,1281634
1453939200000,391.55,397.92,391.31,395.63,340083
1454025600000,395.63,394.94,375.42,380.0,1200822
1454112000000,380.0,385.58,361.0,377.35,2298885
1454198400000,377.35,383.43,373.0,376.95,964099
1454284800000,376.95,379.0,360.01,364.99,711509
1454371200000,364.99,378.56,364.99,371.62,1783415
1454457600000,371.62,376.13,369.99,372.69,637209
1454544000000,372.69,373.9,365.71,369.78,1088239
1454630400000,369.78,395.0,369.31,389.49,1487389
1454716800000,389.49,398.98,384.59,385.39,914820
1454803200000,385.39,386.18,371.0,374.3,1488034
1454889600000,374.3,380.29,373.01,375.74,497376
1454976000000,375.74,381.44,370.89,371.86,1034043
1455062400000,371.86,377.8,371.15,375.55,184439
1455148800000,375.55,385.93,374.82,381.39,347574
1455235200000,381.39,383.0,374.0,378.2,482977
1455321600000,378.2,384.56,377.47,382.22,716688
1455408000000,382.22,395.0,382.11,394.85,924733
1455494400000,394.85,409.4,394.33,408.92,1162021
1455580800000,408.92,413.99,392.0,399.17,1986806
1455667200000,399.17,410.0,397.17,406.6,1735067
1455753600000,406.6,422.2,403.57,414.99,1568296
1455840000000,414.99,426.11,414.5,420.77,1050982
1455926400000,420.77,422.19,412.0,419.71,843415
1456012800000,419.71,447.0,420.33,438.98,2922733
1456099200000,438.98,451.61,427.5,439.87,2183112
1456185600000,439.87,442.23,430.35,439.19,862594
1456272000000,439.19,442.23,413.57,420.07,1412797
1456358400000,420.07,426.83,410.65,424.52,786934
1456444800000,424.52,431.11,418.8,424.46,1013217
1456531200000,424.46,434.33,418.45,434.02,757074
1456617600000,434.02,436.1,429.7,432.04,660402
1456704000000,432.04,436.0,423.18,433.99,736904
1456790400000,433.99,442.79,431.52,435.96,877171
1456876800000,435.96,440.38,424.5,433.55,718888
1456963200000,433.55,435.53,421.92,423.8,584575
1457049600000,423.8,424.01,417.8,419.99,652635
1457136000000,419.99,423.33,407.35,408.68,734758
1457222400000,408.68,410.03,390.08,398.01,1053709
1457308800000,398.01,410.38,392.76,404.08,507708
1457395200000,404.08,414.58,402.28,412.92,550935
1457481600000,412.92,415.24,409.02,412.49,260292
1457568000000,412.49,414.15,408.1,413.64,218286
1457654400000,413.64,418.08,411.06,418.03,316241
1457740800000,418.03,423.48,416.61,421.87,648801
1457827200000,421.87,421.96,407.23,411.4,878204
1457913600000,411.4,416.17,411.17,412.58,147641
1458000000000,412.58,416.01,412.58,415.68,153706
1458086400000,415.68,418.05,413.25,415.53,168834
1458172800000,415.53,417.73,413.47,416.86,118770
1458259200000,416.86,419.46,417.0,419.2,124519
1458345600000,419.2,418.6,402.49,408.68,406058
1458432000000,408.68,409.81,403.68,409.25,316965
1458518400000,409.25,412.55,406.81,412.24,258957
1458604800000,412.24,412.25,407.53,412.25,239995
1458691200000,412.25,417.77,411.18,416.99,233530
1458777600000,416.99,419.0,414.55,416.57,440562
1458864000000,416.57,418.36,412.41,415.67,375917
1458950400000,415.67,416.84,410.88,415.82,298790
1459036800000,415.82,418.4,413.45,416.5,214610
1459123200000,416.5,433.97,415.82,425.5,1055387
1459209600000,425.5,427.76,421.73,422.46,500286
1459296000000,422.46,425.09,406.9,414.58,554114
1459382400000,414.58,414.99,408.62,412.09,271640
1459468800000,412.09,416.75,412.08,415.49,277938
1459555200000,415.49,417.04,413.39,417.04,155005
1459641600000,417.04,422.07,417.03,420.0,276964
1459728000000,420.0,420.69,416.6,419.6,217898
1459814400000,419.6,420.52,417.64,419.55,151366
1459900800000,419.55,423.98,419.28,423.24,196764
1459987200000,423.24,423.52,420.96,422.04,169323
1460073600000,422.04,422.37,417.92,421.4,136234
1460160000000,421.4,423.51,415.0,417.99,333475
1460246400000,417.99,418.21,412.14,418.21,309777
1460332800000,418.21,422.19,416.59,421.16,162242
1460419200000,421.16,423.43,418.86,423.0,166892
1460505600000,423.0,428.24,422.92,425.63,303902
1460592000000,425.63,427.5,421.65,424.11,175775
1460678400000,424.11,425.62,423.38,425.31,112112
1460764800000,425.31,436.97,424.91,430.25,417871
1460851200000,430.25,434.97,429.26,431.23,358783
1460937600000,431.23,432.21,425.33,428.04,244919
1461024000000,428.04,430.38,427.27,430.38,139790
1461110400000,430.38,438.85,428.56,437.03,226325
1461196800000,437.03,446.49,434.82,443.7,710504
1461283200000,443.7,453.63,441.61,451.61,1047914
1461369600000,451.61,451.94,444.23,448.0,764968
1461456000000,448.0,454.75,445.82,454.75,956624
1461542400000,454.75,467.12,447.81,464.32,2135164
1461628800000,464.32,472.32,455.56,463.03,1222200
1461715200000,463.03,473.39,462.63,468.43,943793
1461801600000,468.43,469.99,443.03,445.11,1385867
1461888000000,445.11,450.36,433.0,450.22,1049334
1461974400000,450.22,457.17,445.79,456.39,607830
1462060800000,456.39,456.39,445.52,446.7,309677
1462147200000,446.7,452.8,446.57,451.41,311584
1462233600000,451.41,452.52,437.06,443.59,891501
1462320000000,443.59,451.46,439.66,449.75,416444
1462406400000,449.75,449.7,444.07,446.95,311163
1462492800000,446.95,450.12,445.43,448.09,414141
1462579200000,448.09,463.9,447.1,459.91,440302
1462665600000,459.91,462.47,457.38,459.52,311135
1462752000000,459.52,460.62,455.61,459.9,288704
1462838400000,459.9,465.51,456.5,462.23,291938
1462924800000,462.23,463.49,445.6,450.6,416197
1463011200000,450.6,454.33,450.33,451.56,218195
1463097600000,451.56,455.3,446.4,454.75,338949
1463184000000,454.75,457.72,452.56,456.49,374620
1463270400000,456.49,458.43,454.69,455.81,650624
1463356800000,455.81,459.6,454.84,457.75,547849
1463443200000,457.75,458.82,450.33,452.7,974502
1463529600000,452.7,454.38,451.65,452.75,569805
1463616000000,452.75,456.25,452.07,454.01,376248
1463702400000,454.01,454.23,432.86,433.0,2140400
1463788800000,433.0,442.67,432.38,440.36,1143359
1463875200000,440.36,441.7,437.26,440.49,511318
1463961600000,440.49,440.98,434.81,436.61,1184607
1464048000000,436.61,443.35,435.81,442.3,1074909
1464134400000,442.3,445.44,441.64,443.06,773484
1464220800000,443.06,449.58,443.32,447.01,1136596
1464307200000,447.01,453.82,445.0,453.75,1240088
1464393600000,453.75,485.95,453.75,474.55,3907916
1464480000000,474.55,544.95,473.44,531.0,7109386
1464566400000,531.0,571.0,512.49,536.74,5516528
1464652800000,536.74,562.0,531.01,545.03,2986123
1464739200000,545.03,552.48,520.0,537.01,4405265
1464825600000,537.01,550.5,527.03,542.0,2706525
1464912000000,542.0,546.36,533.52,542.02,1279430
1464998400000,542.02,581.53,539.23,574.02,4368529
1465084800000,574.02,596.2,565.17,574.26,3878502
1465171200000,574.26,590.89,569.41,578.75,2155101
1465257600000,578.75,596.59,577.43,591.59,2610125
1465344000000,591.59,600.99,571.01,579.01,3652548
1465430400000,579.01,589.6,572.79,586.86,3103739
1465516800000,586.86,586.91,571.5,578.95,3180193
1465603200000,578.95,585.59,575.0,582.28,2654189
1465689600000,582.28,627.89,581.95,624.96,2849180
1465776000000,624.96,702.5,616.69,682.99,11119434
1465862400000,682.99,749.0,673.37,709.68,10063692
1465948800000,709.68,707.86,659.0,684.07,6955671
1466035200000,684.07,700.0,670.51,691.34,4030472
1466121600000,691.34,788.0,696.8,773.68,10178172
1466208000000,773.68,782.89,708.96,748.78,9244522
1466294400000,748.78,791.68,721.51,753.9,8891191
1466380800000,753.9,778.0,741.19,765.91,5381788
1466467200000,765.91,767.0,723.06,737.0,7213672
1466553600000,737.0,750.0,628.29,668.64,14736687
1466640000000,668.64,682.06,584.0,603.99,8922536
1466726400000,603.99,627.4,552.5,618.21,13999736
1466812800000,618.21,681.06,617.88,666.32,9089269
1466899200000,666.32,695.4,629.44,663.05,7906033
1466985600000,663.05,664.71,598.59,627.5,6574603
1467072000000,627.5,666.98,614.94,659.17,6750387
1467158400000,659.17,663.79,631.85,646.55,4347746
1467244800000,646.55,648.0,617.68,641.32,4200081
1467331200000,641.32,679.95,635.01,676.33,6088511
1467417600000,676.33,688.36,667.0,677.3,4941252
1467504000000,677.3,706.7,676.72,706.0,5198429
1467590400000,706.0,707.1,641.13,656.42,8572721
1467676800000,656.42,682.33,641.0,679.75,3858157
1467763200000,679.75,680.39,660.89,665.96,3436515
1467849600000,665.96,683.38,667.02,677.0,2410459
1467936000000,677.0,683.0,606.42,636.91,9343010
1468022400000,636.91,665.34,631.02,661.6,4506702
1468108800000,661.6,664.54,622.0,647.32,6275406
1468195200000,647.32,652.67,634.91,650.49,3043916
1468281600000,650.49,660.19,640.0,647.22,3628843
1468368000000,647.22,677.52,645.19,668.0,4193927
1468454400000,668.0,667.99,650.95,652.76,1887767
1468540800000,652.76,665.37,648.0,657.51,2503010
1468627200000,657.51,670.67,657.83,663.05,1986904
1468713600000,663.05,670.0,652.61,660.94,1497798
1468800000000,660.94,689.21,660.58,682.82,3502003
1468886400000,682.82,685.24,663.21,674.2,3418478
1468972800000,674.2,676.85,667.0,675.24,1384098
1469059200000,675.24,675.13,655.32,665.21,1879106
1469145600000,665.21,667.73,655.0,664.59,1436203
1469232000000,664.59,668.38,640.53,648.28,3342334
1469318400000,648.28,658.05,646.45,653.49,1285178
1469404800000,653.49,663.95,650.05,661.0,642298
1469491200000,661.0,663.64,647.81,652.95,784937
1469577600000,652.95,657.0,637.71,649.93,1895588
1469664000000,649.93,662.36,644.05,656.79,1898480
1469750400000,656.79,659.5,646.87,654.69,910987
1469836800000,654.69,658.57,653.3,657.67,741958
1469923200000,657.67,658.96,650.84,654.84,551816
1470009600000,654.84,654.84,618.02,621.31,4277121
1470096000000,621.31,626.49,601.94,607.35,2690512
1470182400000,607.35,613.17,469.03,528.83,11521643
1470268800000,528.83,578.38,513.94,561.74,6887135
1470355200000,561.74,580.0,555.15,573.12,4322187
1470441600000,573.12,574.94,562.0,570.51,2042397
1470528000000,570.51,588.99,560.09,585.81,4375716
1470614400000,585.81,598.02,576.94,592.31,2922495
1470700800000,592.31,592.12,583.91,586.94,2137776
1470787200000,586.94,594.57,578.93,584.0,2678606
1470873600000,584.0,602.07,579.87,588.98,2640793
1470960000000,588.98,597.83,584.1,584.77,1462216
1471046400000,584.77,588.88,578.51,586.7,2097913
1471132800000,586.7,588.95,581.08,583.14,808474
1471219200000,583.14,583.85,556.26,567.9,2953768
1471305600000,567.9,573.0,557.55,566.03,2308854
1471392000000,566.03,581.0,564.89,574.0,1962549
1471478400000,574.0,576.21,566.96,570.85,671403
1471564800000,570.85,576.91,569.94,571.45,1521188
1471651200000,571.45,574.52,563.54,572.45,1099687
1471737600000,572.45,582.24,572.0,580.23,1069522
1471824000000,580.23,584.11,577.81,578.96,679455
1471910400000,578.96,588.6,578.03,584.93,1138901
1471996800000,584.93,587.3,575.82,580.5,904556
1472083200000,580.5,581.66,574.38,576.12,1062312
1472169600000,576.12,579.2,569.59,576.82,1089796
1472256000000,576.82,578.32,575.14,576.57,517379
1472342400000,576.57,577.48,562.32,567.18,890705
1472428800000,567.18,572.63,566.07,572.22,639407
1472515200000,572.22,576.57,570.4,571.72,405639
1472601600000,571.72,578.73,571.49,576.91,1060538
1472688000000,576.91,577.88,571.48,573.7,543227
1472774400000,573.7,574.65,568.23,569.23,402378
1472860800000,569.23,575.49,563.54,575.44,1093275
1472947200000,575.44,605.41,571.96,596.34,2754844
1473033600000,596.34,614.12,594.05,610.84,3190670
1473120000000,610.84,610.96,599.08,608.04,1415341
1473206400000,608.04,611.89,603.29,609.94,1263034
1473292800000,609.94,614.39,606.18,613.2,1917428
1473379200000,613.2,631.54,610.91,625.19,2856334
1473465600000,625.19,627.25,615.54,622.28,1790037
1473552000000,622.28,625.21,621.26,622.63,840485
1473638400000,622.63,632.01,586.41,603.3,4137372
1473724800000,603.3,606.92,599.0,606.23,2041191
1473811200000,606.23,608.93,602.78,605.46,1057732
1473897600000,605.46,608.0,604.18,607.63,493421
1473984000000,607.63,607.62,601.69,605.02,424104
1474070400000,605.02,610.0,597.04,604.91,1858554
1474156800000,604.91,605.56,601.46,604.19,395907
1474243200000,604.19,608.8,603.58,607.99,337130
1474329600000,607.99,609.63,604.08,607.26,641488
1474416000000,607.26,608.83,593.91,595.59,842449
1474502400000,595.59,596.0,580.53,594.51,2047206
1474588800000,594.51,596.5,593.06,594.39,704756
1474675200000,594.39,606.4,591.6,600.57,1295341
1474761600000,600.57,603.01,598.6,599.87,409338
1474848000000,599.87,601.11,595.23,598.71,365891
1474934400000,598.71,609.88,595.67,607.49,1097555
1475020800000,607.49,608.98,600.9,604.0,953708
1475107200000,604.0,604.0,601.25,603.09,231622
1475193600000,603.09,607.34,602.26,604.59,503374
1475280000000,604.59,610.46,603.09,609.6,1156523
1475366400000,609.6,619.99,609.41,612.18,1787145
1475452800000,612.18,612.63,605.07,609.98,1080404
1475539200000,609.98,612.2,608.56,611.74,375677
1475625600000,611.74,611.98,605.65,608.26,557672
1475712000000,608.26,613.1,607.45,609.78,931341
1475798400000,609.78,610.52,607.9,609.61,718470
1475884800000,609.61,616.37,608.75,615.07,1388344
1475971200000,615.07,618.71,613.88,615.25,1039133
1476057600000,615.25,615.51,610.28,613.4,1172197
1476144000000,613.4,617.51,610.0,617.51,2129096
1476230400000,617.51,643.23,614.92,637.92,5811167
1476316800000,637.92,639.19,630.43,632.88,3878280
1476403200000,632.88,637.01,631.17,635.0,3309571
1476489600000,635.0,642.0,632.44,638.72,3752988
1476576000000,638.72,641.02,632.83,634.34,2163074
1476662400000,634.34,640.26,633.24,638.82,1937159
1476748800000,638.82,639.9,633.58,635.32,1346687
1476835200000,635.32,637.47,631.41,634.79,1079271
1476921600000,634.79,635.31,622.22,626.67,2232821
1477008000000,626.67,628.57,622.4,627.32,1214049
1477094400000,627.32,630.62,626.07,629.2,1587562
1477180800000,629.2,665.95,629.0,657.32,4849431
1477267200000,657.32,682.56,645.51,651.54,3832454
1477353600000,651.54,651.67,645.25,647.1,2492365
1477440000000,647.1,665.98,634.38,653.44,4268765
1477526400000,653.44,677.84,652.88,675.4,4231385
1477612800000,675.4,686.81,672.04,686.44,4428027
1477699200000,686.44,689.2,675.66,686.69,3260008
1477785600000,686.69,721.05,685.5,708.79,7816582
1477872000000,708.79,709.69,686.5,697.46,8338811
1477958400000,697.46,707.33,678.19,697.0,4765620
1478044800000,697.0,747.0,697.01,732.37,9145077
1478131200000,732.37,755.0,719.9,747.56,4490739
1478217600000,747.56,751.85,659.0,684.5,18721932
1478304000000,684.5,707.47,679.76,700.06,6358036
1478390400000,700.06,707.47,693.77,701.45,2644738
1478476800000,701.45,719.15,687.0,709.1,6147766
1478563200000,709.1,709.31,696.75,701.34,2480274
1478649600000,701.34,713.0,699.61,709.0,3309053
1478736000000,709.0,739.0,708.0,722.63,11989712
1478822400000,722.63,723.72,710.25,714.02,4378648
1478908800000,714.02,718.5,710.51,718.5,3512459
1478995200000,718.5,721.94,699.73,704.53,2887101
1479081600000,704.53,704.5,679.84,700.11,5153879
1479168000000,700.11,707.04,699.06,705.92,2156250
1479254400000,705.92,717.89,705.0,712.0,2616519
1479340800000,712.0,763.0,708.79,746.59,10650191
1479427200000,746.59,757.82,736.0,738.88,7566231
1479513600000,738.88,754.06,733.0,752.6,4739459
1479600000000,752.6,764.12,730.02,750.0,7697704
1479686400000,750.0,755.7,706.0,726.23,10064329
1479772800000,726.23,738.94,724.63,735.82,3832062
1479859200000,735.82,754.84,732.16,751.57,4912893
1479945600000,751.57,753.2,730.0,740.47,5425369
1480032000000,740.47,744.0,722.0,735.36,6100525
1480118400000,735.36,737.66,723.0,737.4,5338231
1480204800000,737.4,738.64,721.63,729.5,3342078
1480291200000,729.5,735.0,724.0,727.66,3745555
1480377600000,727.66,732.82,727.7,731.63,2270663
1480464000000,731.63,732.6,727.14,731.02,1612631
1480550400000,731.02,745.7,730.04,742.41,3077042
1480636800000,742.41,756.51,741.88,753.8,4256204
1480723200000,753.8,780.21,753.65,773.0,9347994
1480809600000,773.0,773.01,757.14,763.7,3567591
1480896000000,763.7,772.06,760.45,771.9,3177048
1480982400000,771.9,772.06,740.0,750.46,7726126
1481068800000,750.46,759.31,749.32,758.01,3472910
1481155200000,758.01,768.96,751.0,762.96,3837061
1481241600000,762.96,772.45,760.38,765.01,3172780
1481328000000,765.01,773.36,764.83,769.81,2559790
1481414400000,769.81,777.73,769.75,773.14,2521198
1481500800000,773.14,773.15,761.4,768.97,3710679
1481587200000,768.97,783.0,768.55,779.11,4146102
1481673600000,779.11,792.1,761.25,772.3,6427160
1481760000000,772.3,779.8,766.99,777.39,3048757
1481846400000,777.39,779.0,774.98,776.69,2180513
1481932800000,776.69,784.0,772.8,780.3,4656446
1482019200000,780.3,792.73,779.3,788.85,3892630
1482105600000,788.85,791.96,782.66,788.74,4063920
1482192000000,788.74,792.46,787.68,790.04,1931101
1482278400000,790.04,807.43,788.11,800.72,6143988
1482364800000,800.72,839.0,797.5,836.11,12386810
1482451200000,836.11,877.36,830.63,860.11,16429663
1482537600000,860.11,943.76,859.58,924.71,36854308
1482624000000,924.71,927.18,880.0,895.02,18458431
1482710400000,895.02,897.49,861.2,892.55,16050086
1482796800000,892.55,916.0,889.38,903.95,11954738
1482883200000,903.95,946.76,898.84,933.98,19463552
1482969600000,933.98,978.0,932.26,975.05,30477206
1483056000000,975.05,980.0,941.72,973.23,20133032
1483142400000,973.23,971.8,924.93,957.57,17415803
1483228800000,957.57,968.39,940.0,968.29,12869720
1483315200000,968.29,1009.87,960.9,1001.15,20292354
1483401600000,1001.15,1035.0,996.54,1022.76,37013221
1483488000000,1022.76,1040.66,1003.0,1036.9,21522604
1483574400000,1036.9,1177.9,1036.49,1152.0,59945268
1483660800000,1152.0,1180.45,876.08,1005.33,93256039
1483747200000,1005.33,1029.24,841.75,895.85,54631519
1483833600000,895.85,912.72,805.03,908.22,34472340
1483920000000,908.22,939.33,877.58,909.25,25132654
1484006400000,909.25,911.04,860.21,895.46,17125191
1484092800000,895.46,916.99,893.38,904.0,10754420
1484179200000,904.0,918.9,725.44,764.2,40654731
1484265600000,764.2,819.87,724.0,789.37,21958396
1484352000000,789.37,831.11,752.91,822.3,16685784
1484438400000,822.3,836.1,796.07,808.9,12374030
1484524800000,808.9,819.0,800.86,816.54,7907074
1484611200000,816.54,834.99,811.56,824.03,9586760
1484697600000,824.03,912.63,822.98,903.71,21292139
1484784000000,903.71,915.0,830.0,880.0,20864102
1484870400000,880.0,905.6,874.16,893.0,13326281
1484956800000,893.0,897.46,877.1,890.59,9021036
1485043200000,890.59,928.0,888.05,917.4,10845428
1485129600000,917.4,935.56,878.55,921.54,17679151
1485216000000,921.54,928.0,905.63,910.22,9519013
1485302400000,910.22,927.54,878.47,883.18,17176581
1485388800000,883.18,903.06,882.5,894.19,8284461
1485475200000,894.19,918.04,892.24,913.26,6868194
1485561600000,913.26,921.3,904.0,915.7,11963721
1485648000000,915.7,921.0,915.19,917.9,2826407
1485734400000,917.9,920.02,911.04,912.71,2692282
1485820800000,912.71,920.3,910.01,916.26,2969419
1485907200000,916.26,973.95,916.36,969.15,14230533
1485993600000,969.15,989.0,960.92,985.3,9316705
1486080000000,985.3,1014.84,968.89,1008.0,18804912
1486166400000,1008.0,1027.01,985.75,1017.73,22318525
1486252800000,1017.73,1046.67,1003.0,1035.09,24541017
1486339200000,1035.09,1037.38,1005.43,1014.83,20312523
1486425600000,1014.83,1033.0,1012.75,1025.0,7211615
1486512000000,1025.0,1057.52,1024.72,1054.37,15270248
1486598400000,1054.37,1072.78,994.8,1052.62,35838124
1486684800000,1052.62,1081.05,927.72,984.02,58932811
1486771200000,984.02,1003.0,934.5,988.11,30153996
1486857600000,988.11,1010.95,978.01,1003.0,15308914
1486944000000,1003.0,1006.53,992.23,995.09,6852679
1487030400000,995.09,1002.97,956.13,990.95,15705639
1487116800000,990.95,1021.79,975.0,1008.5,16691893
1487203200000,1008.5,1012.0,994.01,1006.7,5840460
1487289600000,1006.7,1044.48,1006.51,1035.65,16624041
1487376000000,1035.65,1057.5,1026.3,1050.1,21722362
1487462400000,1050.1,1067.86,1022.05,1056.02,19298680
1487548800000,1056.02,1058.16,1037.59,1050.44,12108730
1487635200000,1050.44,1094.7,1042.0,1085.07,16509215
1487721600000,1085.07,1127.8,1068.21,1123.18,41743050
1487808000000,1123.18,1128.9,1100.0,1114.27,31854380
1487894400000,1114.27,1193.23,1110.39,1183.55,46622434
1487980800000,1183.55,1220.16,1030.0,1172.42,77794209
1488067200000,1172.42,1183.33,1125.0,1151.03,27949897
1488153600000,1151.03,1185.01,1130.58,1177.0,21172640
1488240000000,1177.0,1197.99,1165.95,1194.87,21803886
1488326400000,1194.87,1212.66,1152.27,1187.31,31384856
1488412800000,1187.31,1234.19,1182.4,1234.19,25069015
1488499200000,1234.19,1279.0,1200.0,1257.65,41418642
1488585600000,1257.65,1297.0,1256.3,1291.0,39431131
1488672000000,1291.0,1292.76,1235.01,1266.54,36040668
1488758400000,1266.54,1278.52,1238.01,1277.81,19827628
1488844800000,1277.81,1284.9,1263.0,1279.79,20812724
1488931200000,1279.79,1281.0,1166.0,1231.99,55319867
1489017600000,1231.99,1239.97,1143.44,1151.59,82456629
1489104000000,1151.59,1206.0,1135.0,1189.87,47703137
1489190400000,1189.87,1337.58,966.0,1119.08,105434261
1489276800000,1119.08,1200.47,1107.88,1181.68,33170387
1489363200000,1181.68,1236.88,1175.38,1227.04,24150871
1489449600000,1227.04,1249.27,1212.76,1243.26,24724492
1489536000000,1243.26,1263.35,1225.45,1246.62,17946218
